,Code,Country,Severities,Trigger Dates,Score,Long Sev,Long Trig,Method
163,ST,Sao Tome and Principe,"[0.0, 1.0, 0.0, 0.9, 1.0, 0.7, 0.95, 1.0, 0.0, 0.6, 0.75, 1.0, 0.95, 0.0, 0.35, 0.85, 1.0, 0.95, 1.0, 0.15, 0.85, 0.9, 1.0, 0.95, 0.8, 1.0, 0.0, 0.95, 1.0, 1.0]","[1, 14, 114, 161, 174, 197, 224, 251, 298, 332, 341, 360, 387, 398, 421, 440, 457, 472, 487, 507, 526, 533, 544, 571, 598, 605, 612, 662, 675, 682]",0.05327245671364174,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.9, 1.0, 0.7, 0.95, 1.0, 1.0, 1.0, 0.0, 0.0, 0.6, 0.75, 1.0, 0.95, 0.0, 0.35, 0.85, 1.0, 0.95, 1.0, 1.0, 0.15, 0.85, 0.9, 1.0, 0.95, 0.8, 1.0, 0.0, 0.0, 0.0, 0.0, 0.95, 1.0, 1.0]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 114, 121, 136, 161, 174, 197, 224, 251, 278, 291, 298, 305, 332, 341, 360, 387, 398, 421, 440, 457, 472, 487, 496, 507, 526, 533, 544, 571, 598, 605, 612, 619, 634, 641, 662, 675, 682]",reoptimized on extend
164,PH,Philippines,"[0.0, 1.0, 0.15, 0.8, 0.9, 0.95, 0.85, 0.75, 0.8, 0.85, 0.8, 0.85, 0.9, 0.85, 0.9, 0.75, 0.8, 0.85, 0.9, 0.7, 0.75, 0.85, 0.8, 0.85, 0.8, 0.85, 0.75, 0.8]","[1, 14, 90, 113, 136, 161, 174, 201, 210, 229, 240, 274, 304, 332, 353, 383, 399, 416, 433, 467, 480, 497, 529, 544, 592, 620, 668, 695]",0.01719776063907712,"[0.0, 1.0, 1.0, 1.0, 1.0, 0.15, 0.8, 0.9, 0.9, 0.9, 0.95, 0.85, 0.75, 0.8, 0.85, 0.8, 0.8, 0.85, 0.85, 0.9, 0.9, 0.85, 0.9, 0.9, 0.75, 0.75, 0.8, 0.85, 0.9, 0.9, 0.7, 0.75, 0.85, 0.85, 0.8, 0.85, 0.85, 0.85, 0.85, 0.8, 0.8, 0.85, 0.85, 0.85, 0.85, 0.75, 0.8]","[1, 14, 27, 36, 63, 90, 113, 136, 143, 150, 161, 174, 201, 210, 229, 240, 255, 274, 281, 304, 311, 332, 353, 360, 383, 390, 399, 416, 433, 440, 467, 480, 497, 504, 529, 544, 551, 558, 565, 592, 599, 620, 627, 634, 647, 668, 695]",reoptimized on extend
165,ES,Spain,"[0.0, 1.0, 0.0, 0.85, 0.95, 1.0, 0.6, 1.0, 0.6, 0.55, 0.65, 0.8, 0.75, 0.7, 0.6, 0.75, 0.8, 0.7, 0.85, 0.8, 0.7, 0.8, 0.1, 0.25, 0.65, 0.8, 0.7, 0.75]","[1, 14, 72, 112, 135, 156, 181, 204, 231, 258, 310, 337, 354, 379, 394, 415, 438, 457, 476, 503, 530, 557, 584, 607, 628, 653, 678, 691]",0.024505300364659564,"[0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.85, 0.95, 1.0, 0.6, 1.0, 0.6, 0.55, 0.55, 0.65, 0.8, 0.75, 0.7, 0.6, 0.75, 0.8, 0.7, 0.85, 0.8, 0.7, 0.8, 0.1, 0.25, 0.65, 0.8, 0.7, 0.75]","[1, 14, 27, 40, 51, 72, 89, 112, 135, 156, 181, 204, 231, 258, 285, 310, 337, 354, 379, 394, 415, 438, 457, 476, 503, 530, 557, 584, 607, 628, 653, 678, 691]",reoptimized on extend
166,SD,Sudan,"[0.0, 1.0, 0.65, 0.7, 0.85, 0.95, 0.9, 0.95, 1.0, 0.0, 0.75, 0.95, 0.9, 0.8, 0.9, 1.0, 0.8, 0.85, 0.8, 0.85, 0.9, 1.0, 0.7, 0.9, 0.85, 0.8, 0.95, 1.0]","[1, 14, 114, 141, 168, 185, 223, 238, 253, 310, 329, 346, 379, 392, 409, 424, 447, 456, 473, 484, 499, 543, 597, 618, 643, 650, 678, 689]",0.036223088911206444,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.65, 0.7, 0.85, 0.95, 0.95, 0.9, 0.95, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.75, 0.95, 0.95, 0.95, 0.9, 0.8, 0.9, 1.0, 0.8, 0.85, 0.8, 0.85, 0.9, 0.9, 1.0, 1.0, 0.7, 0.9, 0.85, 0.8, 0.8, 0.95, 1.0]","[1, 14, 27, 40, 53, 60, 87, 114, 141, 168, 185, 202, 223, 238, 253, 266, 281, 296, 303, 310, 329, 346, 353, 366, 379, 392, 409, 424, 447, 456, 473, 484, 499, 518, 543, 570, 597, 618, 643, 650, 657, 678, 689]",reoptimized on extend
167,TJ,Tajikistan,"[0.0, 1.0, 0.0, 1.0, 0.9, 0.95, 0.9, 0.95, 1.0, 0.0, 1.0, 0.0, 0.55, 1.0, 0.85, 1.0, 0.7]","[1, 14, 119, 170, 197, 305, 332, 359, 405, 513, 528, 543, 570, 589, 653, 668, 695]",0.08836460749681037,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 0.9, 0.9, 0.9, 0.95, 0.9, 0.95, 0.95, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.55, 1.0, 1.0, 1.0, 1.0, 0.85, 1.0, 0.7]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 112, 119, 126, 133, 140, 149, 170, 197, 224, 251, 278, 305, 332, 359, 386, 405, 432, 459, 486, 513, 528, 543, 570, 589, 604, 611, 626, 653, 668, 695]",reoptimized on extend
168,SL,Sierra Leone,"[0.0, 1.0, 0.0, 0.95, 0.9, 1.0, 0.85, 0.9, 1.0, 0.7, 1.0, 0.6, 0.9, 0.85, 1.0, 0.05, 1.0, 0.0, 1.0, 1.0]","[1, 14, 110, 163, 190, 211, 236, 263, 286, 303, 322, 349, 374, 401, 428, 509, 516, 523, 590, 671]",0.09277732093146662,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.95, 0.9, 1.0, 0.85, 0.9, 1.0, 0.7, 1.0, 0.6, 0.9, 0.85, 1.0, 1.0, 1.0, 0.15, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.95, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1, 14, 27, 40, 53, 66, 79, 92, 101, 110, 117, 124, 131, 138, 163, 190, 211, 236, 263, 286, 303, 322, 349, 374, 401, 428, 455, 482, 509, 516, 523, 530, 537, 544, 551, 558, 569, 590, 599, 606, 613, 628, 643, 658, 673, 688]",Old result retained on extend - better than new 
169,PE,Peru,"[0.0, 1.0, 0.5, 0.25, 0.65, 0.8, 0.85, 0.8, 0.75, 0.8, 0.7, 0.65, 0.6, 0.4, 0.45, 0.5, 0.45, 0.1, 0.0, 0.0]","[1, 14, 80, 105, 126, 147, 172, 204, 236, 245, 314, 341, 366, 387, 414, 431, 440, 465, 472, 672]",0.07634132374380195,"[0.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.25, 0.65, 0.8, 0.85, 0.85, 0.8, 0.8, 0.8, 0.8, 0.75, 0.8, 0.8, 0.8, 0.8, 0.8, 0.7, 0.65, 0.6, 0.4, 0.45, 0.5, 0.45, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 14, 27, 40, 53, 80, 105, 126, 147, 172, 179, 204, 211, 218, 225, 236, 245, 252, 259, 266, 291, 314, 341, 366, 387, 414, 431, 438, 465, 472, 479, 486, 493, 500, 507, 514, 521, 528, 535, 542, 549, 556, 563, 570, 577, 584, 591, 598, 605, 620, 635, 650, 665, 680, 695]",Old result retained on extend - better than new 
170,SY,Syria,"[0.0, 1.0, 0.7, 0.9, 0.95, 0.85, 0.9, 0.85, 0.95, 0.9, 0.85, 0.9, 0.95, 1.0, 0.75, 0.85, 0.9, 0.95]","[1, 14, 208, 235, 285, 312, 339, 354, 381, 435, 446, 480, 503, 572, 599, 626, 669, 690]",0.024739865249358145,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7, 0.9, 0.9, 0.95, 0.85, 0.9, 0.85, 0.95, 0.95, 0.95, 0.85, 0.85, 0.9, 0.95, 0.95, 0.95, 0.95, 0.95, 1.0, 1.0, 0.7, 0.85, 0.85, 0.85, 0.9, 0.95]","[1, 14, 27, 40, 53, 66, 77, 104, 127, 154, 181, 208, 235, 262, 285, 312, 339, 354, 381, 408, 419, 442, 469, 484, 503, 510, 517, 532, 549, 570, 579, 602, 627, 642, 649, 668, 689]",Old result retained on extend - better than new 
171,SC,Seychelles,"[0.0, 1.0, 0.0, 0.85, 0.8, 0.85, 0.9, 0.7, 0.85, 0.75, 0.8, 0.85, 0.9, 0.85, 0.7, 0.85, 1.0]","[1, 14, 376, 436, 447, 466, 483, 510, 531, 558, 575, 592, 617, 624, 647, 664, 681]",0.023244787568379614,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.85, 0.8, 0.85, 0.9, 0.7, 0.85, 0.75, 0.8, 0.85, 0.85, 0.85, 0.9, 0.85, 0.7, 0.85, 0.9, 0.6]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 118, 131, 144, 157, 170, 183, 196, 209, 222, 235, 248, 261, 274, 287, 300, 313, 326, 339, 352, 359, 376, 387, 394, 401, 410, 417, 436, 447, 466, 483, 510, 531, 558, 573, 592, 599, 606, 617, 624, 647, 664, 675, 696]",Old result retained on extend - better than new 
172,TG,Togo,"[0.0, 1.0, 0.45, 0.85, 0.95, 1.0, 0.7, 0.9, 0.8, 0.95, 0.85, 0.95, 0.75, 0.85, 0.9, 0.65, 0.7, 0.9, 0.95, 1.0, 0.2, 0.7, 0.8, 0.9, 0.85, 0.9, 0.95, 1.0]","[1, 14, 102, 121, 144, 157, 193, 239, 264, 283, 318, 337, 375, 392, 407, 434, 441, 464, 494, 521, 542, 561, 586, 605, 618, 648, 669, 684]",0.018241284878917855,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.45, 0.85, 0.95, 1.0, 1.0, 0.7, 0.7, 0.9, 0.8, 0.95, 0.95, 0.95, 0.85, 0.95, 0.95, 0.75, 0.85, 0.9, 0.65, 0.7, 0.9, 0.9, 0.95, 1.0, 0.2, 0.7, 0.8, 0.9, 0.85, 0.85, 0.9, 0.95, 1.0]","[1, 14, 27, 40, 53, 66, 75, 102, 121, 144, 157, 174, 193, 220, 239, 264, 283, 290, 297, 318, 337, 358, 375, 392, 407, 434, 441, 464, 471, 494, 521, 542, 561, 586, 605, 618, 627, 648, 669, 684]",reoptimized on extend
173,VE,Venezuela,"[0.0, 1.0, 0.9, 1.0, 0.65, 0.8, 0.75, 0.8, 0.7, 0.85, 0.75, 0.85, 0.7, 0.8, 0.85, 0.8, 0.9, 0.85, 0.9, 0.85, 0.9, 0.95]","[1, 14, 102, 121, 175, 202, 313, 320, 347, 374, 393, 414, 452, 477, 496, 538, 568, 592, 607, 630, 660, 705]",0.015558584361808554,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 1.0, 1.0, 0.65, 0.8, 0.8, 0.8, 0.8, 0.8, 0.75, 0.8, 0.7, 0.85, 0.75, 0.85, 0.85, 0.7, 0.8, 0.85, 0.85, 0.85, 0.85, 0.8, 0.8, 0.9, 0.9, 0.85, 0.9, 0.85, 0.85, 0.9, 0.9, 0.9, 0.95]","[1, 14, 27, 40, 53, 66, 75, 102, 121, 148, 175, 202, 229, 256, 275, 290, 313, 320, 347, 374, 393, 414, 425, 452, 477, 496, 503, 510, 517, 538, 545, 568, 575, 592, 607, 630, 637, 660, 673, 680, 705]",reoptimized on extend
